code6	title	class	system/local	cto	cto_name	ucd_academic	ucd_senate_federation	Durst/Federation	Academic Count	Staff Count
003664	LIBRARIAN-TEMP STATUS NEX	LIBRARIAN-TEMP STATUS NEX	Academic	Systemwide	621	F	Federation	Federation		
003665	VIS LIBRARIAN NEX	VIS LIBRARIAN NEX	Academic	Systemwide	623	F	No			
003666	ASSOC LIBRARIAN-CAREER NEX	ASSOC LIBRARIAN-CAREER NEX	Academic	Systemwide	621	F	Federation	Federation		
003667	ASSOC LIBRARIAN-POTNTL CAR NEX	ASSOC LIBRARIAN-POTNTL CAR NEX	Academic	Systemwide	621	F	Federation	Federation		
003668	ASSOC LIBRARIAN-TEMP NEX	ASSOC LIBRARIAN-TEMP NEX	Academic	Systemwide	621	F	Federation	Federation		
003670	ASST LIBRARIAN-CAREER NEX	ASST LIBRARIAN-CAREER NEX	Academic	Systemwide	621	F	Federation	Federation		
003671	ASST LIBRARIAN-POTNTL CAR NEX	ASST LIBRARIAN-POTNTL CAR NEX	Academic	Systemwide	621	F	Federation	Federation		
003672	ASST LIBRARIAN-TEMP STATUS NEX	ASST LIBRARIAN-TEMP STATUS NEX	Academic	Systemwide	621	F	Federation	Federation		
003700	FACULTY CONSULTANT	FACULTY CONSULTANT	Academic	Systemwide	927	F	No			
003730	VISITOR-GRADUATE (WOS)	VISITOR-GRADUATE (WOS)	Academic	Systemwide	928	F	No			
003731	VISITOR-UNDERGRADUATE (WOS)	VISITOR-UNDERGRADUATE (WOS)	Academic	Systemwide	928	F	No			
003800	NON-SENATE ACAD EMERITUS(WOS)	NON-SENATE ACAD EMERITUS(WOS)	Academic	Systemwide	928	F	Federation	Federation	398	
003802	RECALL NON-FACULTY ACAD	RECALL NON-FACULTY ACAD	Academic	Systemwide	928	F	No		24	
003812	RECALL NON-FACULTY ACAD NEX	RECALL NON-FACULTY ACAD NEX	Academic	Systemwide	928	F	No		13	
003900	FACULTY ADMIN TRANSITION LV-AY	FACULTY ADMIN TRANSITION LV-AY	Academic	Systemwide	928	F	No		2	
003910	FACULTY ADMIN TRANSITION LV-FY	FACULTY ADMIN TRANSITION LV-FY	Academic	Systemwide	928	F	No			
003990	ADDL COMP-HGH&OLIVE VIEW MCS	ADDL COMP-HGH&OLIVE VIEW MCS	Academic	Systemwide	999	F	No			
003993	FACULTY RECRUITMENT ALLOW	FACULTY RECRUITMENT ALLOW	Academic	Systemwide	999	F	No			
003995	EAP-TEMP FACULTY HOUSING ALLOW	EAP-TEMP FACULTY HOUSING ALLOW	Academic	Systemwide	999	F	No			
003998	SALARY SUPPLEMENTATION	SALARY SUPPLEMENTATION	Academic	Systemwide	999	F	No			
003999	MISCELLANEOUS	MISCELLANEOUS	Academic	Systemwide	928	F	No			
0110	PROFESSOR OF LAW	PROFESSOR OF LAW	Academic	Systemwide	010	F	UNK			
0111	PROFESSOR OF LAW (NON-TENURE)	PROFESSOR OF LAW (NON-TENURE)	Academic	Systemwide	011	F	UNK			
0115	VISITING PROFESSOR OF LAW	VISITING PROFESSOR OF LAW	Academic	Systemwide	323	F	UNK			
0116	PROFESSOR EMERITUS	PROFESSOR EMERITUS	Academic	Systemwide	016	F	UNK			
0117	RECALLED PROFESSOR OF LAW	RECALLED PROFESSOR OF LAW	Academic	Systemwide	012	F	UNK			
0118	SULLIVAN PROFESSOR OF LAW	SULLIVAN PROFESSOR OF LAW	Academic	Systemwide	012	F	UNK			
0120	ASSOCIATE PROFESSOR OF LAW	ASSOCIATE PROFESSOR OF LAW	Academic	Systemwide	011	F	UNK			
0121	ASSOCIATE PROF (NON-TENURE)	ASSOCIATE PROF (NON-TENURE)	Academic	Systemwide	011	F	UNK			
0125	VISITING ASSOCIATE PROF OF LAW	VISITING ASSOCIATE PROF OF LAW	Academic	Systemwide	323	F	UNK			
0130	ASSISTANT PROFESSOR OF LAW	ASSISTANT PROFESSOR OF LAW	Academic	Systemwide	011	F	UNK			
0131	ASSISTANT PROF LAW (NON-TEN)	ASSISTANT PROF LAW (NON-TEN)	Academic	Systemwide	011	F	UNK			
0135	VISITING ASSISTANT PROF OF LAW	VISITING ASSISTANT PROF OF LAW	Academic	Systemwide	323	F	UNK			
0150	ADJUNCT PROFESSOR	ADJUNCT PROFESSOR	Academic	Systemwide	335	F	UNK	Federation		
0170	LECTURER	LECTURER	Academic	Systemwide	225	F	UNK	Federation		
0180	CLINICAL PROFESSOR OF LAW	CLINICAL PROFESSOR OF LAW	Academic	Systemwide	010	F	UNK			
0190	ACADEMIC ADMINISTRATOR	ACADEMIC ADMINISTRATOR	Academic	Systemwide	S56	F	UNK	Federation		
6256	ASSISTANT DEAN (ACAD)	ASSISTANT DEAN (ACAD)	Academic	Systemwide	M10	F	UNK			
8025	ASSOC ACADEMIC DEAN (STAFF)	ASSOC ACADEMIC DEAN (STAFF)	Academic	Systemwide	S56	F	UNK	Federation		
8026	ASSOC ACADEMIC DEAN (ACAD)	ASSOC ACADEMIC DEAN (ACAD)	Academic	Systemwide	S56	F	UNK	Federation		
8030	ACADEMIC DEAN	ACADEMIC DEAN	Academic	Systemwide	S21	F	UNK			
8035	CHANCELLOR AND DEAN	CHANCELLOR AND DEAN	Academic	Systemwide	S21	F	UNK			
9400	BAR PREPARATION INSTRUCTORS	BAR PREPARATION INSTRUCTORS	Academic	Systemwide	225	F	UNK	Federation		
9433	LW&R INTRUCTOR I	LW&R INTRUCTOR I	Academic	Systemwide	225	F	UNK	Federation		
9434	LAW LIBRARIAN	LAW LIBRARIAN	Academic	Systemwide	621	F	UNK	Federation		
