code6	title	class	system/local	cto	cto_name	ucd_academic	ucd_senate_federation	Durst/Federation	Academic Count	Staff Count
001588	ACT LECT PSOE-AY-B/E/E	ACT LECT PSOE-AY-B/E/E	Academic	Systemwide	224	T	No			
001589	ACT SR LECT SOE-FY-B/E/E	ACT SR LECT SOE-FY-B/E/E	Academic	Systemwide	214	T	Senate			
001590	ACT LECT SOE-FY-B/E/E	ACT LECT SOE-FY-B/E/E	Academic	Systemwide	214	T	Senate			
001591	ACT LECT PSOE-FY-B/E/E	ACT LECT PSOE-FY-B/E/E	Academic	Systemwide	224	T	No			
001592	ACT SR LECT SOE-AY-LAW	ACT SR LECT SOE-AY-LAW	Academic	Systemwide	214	T	Senate			
001593	ACT LECT PSOE-AY-LAW	ACT LECT PSOE-AY-LAW	Academic	Systemwide	224	T	No			
001594	ACT SR LECT SOE-SFT-VM	ACT SR LECT SOE-SFT-VM	Academic	Systemwide	214	T	Senate			
001595	ACT LECT SOE-SFT-VM	ACT LECT SOE-SFT-VM	Academic	Systemwide	214	T	Senate			
001596	ACT LECT PSOE-SFT-VM	ACT LECT PSOE-SFT-VM	Academic	Systemwide	224	T	No			
001597	ACT SR LECT SOE-HCOMP	ACT SR LECT SOE-HCOMP	Academic	Systemwide	214	T	Senate			
001598	ACT LECT SOE-HCOMP	ACT LECT SOE-HCOMP	Academic	Systemwide	214	T	Senate			
001599	ACT LECT PSOE-HCOMP	ACT LECT PSOE-HCOMP	Academic	Systemwide	224	F	No			
001600	SR LECT PSOE-AY-PART TIME	SR LECT PSOE-AY-PART TIME	Academic	Systemwide	221	F	No			
001602	SR LECT PSOE-AY-1/9-PART TIME	SR LECT PSOE-AY-1/9-PART TIME	Academic	Systemwide	221	T	No			
001603	SR LECT SOE-AY	SR LECT SOE-AY	Academic	Systemwide	210	T	Senate		4	
001604	SR LECT SOE-AY-1/9	SR LECT SOE-AY-1/9	Academic	Systemwide	210	F	Senate			
001605	LECT PSOE-AY-PART TIME	LECT PSOE-AY-PART TIME	Academic	Systemwide	221	F	No			
001606	LECT PSOE-AY-1/9-PART TIME	LECT PSOE-AY-1/9-PART TIME	Academic	Systemwide	221	T	No			
001607	LECT SOE-AY	LECT SOE-AY	Academic	Systemwide	210	T	Senate		6	
001608	LECT SOE-AY-1/9	LECT SOE-AY-1/9	Academic	Systemwide	210	F	Senate			
001610	SR LECT PSOE-FY-PART TIME	SR LECT PSOE-FY-PART TIME	Academic	Systemwide	221	T	No			
001613	SR LECT SOE-FY	SR LECT SOE-FY	Academic	Systemwide	210	F	Senate		1	
001615	LECT PSOE-FY-PART TIME	LECT PSOE-FY-PART TIME	Academic	Systemwide	221	T	No			
001617	LECT SOE-FY	LECT SOE-FY	Academic	Systemwide	210	T	Senate		1	
001618	LECT SOE-HCOMP	LECT SOE-HCOMP	Academic	Systemwide	210	T	Senate			
001619	SR LECT SOE-HCOMP	SR LECT SOE-HCOMP	Academic	Systemwide	210	T	Senate			
001620	LECT SOE-EMERITUS(WOS)	LECT SOE-EMERITUS(WOS)	Academic	Systemwide	216	T	No		16	
001621	SR LECT SOE-EMERITUS (WOS)	SR LECT SOE-EMERITUS (WOS)	Academic	Systemwide	216	T	No		30	
001630	LECT-AY	LECT-AY	Academic	Systemwide	225	T	Federation	Federation	151	
001631	LECT-AY-CONTINUING	LECT-AY-CONTINUING	Academic	Systemwide	225	T	Federation	Federation	145	
001632	LECT-AY-1/9	LECT-AY-1/9	Academic	Systemwide	225	T	Federation	Federation	145	
001633	LECT-AY-1/9-CONTINUING	LECT-AY-1/9-CONTINUING	Academic	Systemwide	225	T	Federation	Federation	6	
001634	LECT-FY	LECT-FY	Academic	Systemwide	225	T	Federation	Federation	3	
001635	LECT-FY-CONTINUING	LECT-FY-CONTINUING	Academic	Systemwide	225	T	Federation	Federation		
001636	LECT-AY-1/10	LECT-AY-1/10	Academic	Systemwide	225	T	Federation	Federation	58	
001637	LECT-AY-1/10-CONTINUING	LECT-AY-1/10-CONTINUING	Academic	Systemwide	225	T	Federation	Federation		
001640	SR LECT-AY	SR LECT-AY	Academic	Systemwide	225	T	Federation	Federation		
001641	SR LECT-AY-CONTINUING	SR LECT-AY-CONTINUING	Academic	Systemwide	225	T	Federation	Federation		
001642	SR LECT-AY-1/9	SR LECT-AY-1/9	Academic	Systemwide	225	T	Federation	Federation		
001643	SR LECT-AY-1/9-CONTINUING	SR LECT-AY-1/9-CONTINUING	Academic	Systemwide	225	T	Federation	Federation		
001644	SR LECT-FY	SR LECT-FY	Academic	Systemwide	225	T	Federation	Federation		
001645	SR LECT-FY-CONTINUING	SR LECT-FY-CONTINUING	Academic	Systemwide	225	T	Federation	Federation		
001646	SR LECT-AY-1/10	SR LECT-AY-1/10	Academic	Systemwide	225	T	Federation	Federation		
001647	SR LECT-AY-1/10-CONTINUING	SR LECT-AY-1/10-CONTINUING	Academic	Systemwide	225	T	Federation	Federation		
001650	LECT-MISCELLANEOUS/PART TIME	LECT-MISCELLANEOUS/PART TIME	Academic	Systemwide	928	T	Federation	Federation	1	
001652	CONTINUING APPT-TEMP AUG	CONTINUING APPT-TEMP AUG	Academic	Systemwide	225	T	Federation	Federation	7	
001653	CONTINUING APPT-TEMP AUG-1/9	CONTINUING APPT-TEMP AUG-1/9	Academic	Systemwide	225	T	Federation	Federation		
001654	CONTINUING APPT-TEMP-AUG-1/10	CONTINUING APPT-TEMP-AUG-1/10	Academic	Systemwide	225	T	Federation	Federation		
001668	SR LECT SOE-SFT-VM	SR LECT SOE-SFT-VM	Academic	Systemwide	210	T	Senate			
001669	LECT SOE-SFT-VM	LECT SOE-SFT-VM	Academic	Systemwide	210	T	Senate			
001670	LECT PSOE-SFT-VM	LECT PSOE-SFT-VM	Academic	Systemwide	211	T	Senate			
001675	EDUCATOR (WOS)	EDUCATOR (WOS)	Academic	Systemwide	928	F	Federation	Federation	14	
001676	UCDC EDUCATOR - AY	UCDC EDUCATOR - AY	Academic	Systemwide	928	T	No			
001677	UCDC EDUCATOR - FY	UCDC EDUCATOR - FY	Academic	Systemwide	928	T	UNK			
001679	LECT PSOE-HCOMP	LECT PSOE-HCOMP	Academic	Systemwide	211	T	Senate			
001680	LECT PSOE-AY	LECT PSOE-AY	Academic	Systemwide	211	T	Senate		24	
001681	LECT PSOE-AY-1/9	LECT PSOE-AY-1/9	Academic	Systemwide	211	T	Senate			
001682	LECT PSOE-FY	LECT PSOE-FY	Academic	Systemwide	211	F	Senate			
001683	SR LECT PSOE-AY	SR LECT PSOE-AY	Academic	Systemwide	211	F	UNK			
001684	SR LECT PSOE-AY-1/9	SR LECT PSOE-AY-1/9	Academic	Systemwide	211	F	UNK			
001685	SR LECT PSOE-FY	SR LECT PSOE-FY	Academic	Systemwide	211	T	UNK			
001686	SR LECT SOE-AY-B/E/E	SR LECT SOE-AY-B/E/E	Academic	Systemwide	210	T	Senate			
001687	LECT SOE-AY-B/E/E	LECT SOE-AY-B/E/E	Academic	Systemwide	210	T	Senate		5	
001688	LECT PSOE-AY-B/E/E	LECT PSOE-AY-B/E/E	Academic	Systemwide	211	T	Senate		9	
001689	SR LECT SOE-FY-B/E/E	SR LECT SOE-FY-B/E/E	Academic	Systemwide	210	T	Senate			
001690	LECT SOE-FY-B/E/E	LECT SOE-FY-B/E/E	Academic	Systemwide	210	T	Senate			
001691	LECT PSOE-FY-B/E/E	LECT PSOE-FY-B/E/E	Academic	Systemwide	211	T	Senate			
001693	SR LECT SOE-AY-LAW	SR LECT SOE-AY-LAW	Academic	Systemwide	210	T	Senate			
001694	LECT PSOE-AY-LAW	LECT PSOE-AY-LAW	Academic	Systemwide	211	T	Senate			
001699	RECALL TEACHING NON-SENATE	RECALL TEACHING NON-SENATE	Academic	Systemwide	012	T	No		1	
001700	RECALL TEACHING	RECALL TEACHING	Academic	Systemwide	012	T	No		7	
001701	RECALL HCOMP	RECALL HCOMP	Academic	Systemwide	012	T	No		23	
001702	RECALL FACULTY	RECALL FACULTY	Academic	Systemwide	012	T	No		63	
001712	VIS ASST PROF-HCOMP	VIS ASST PROF-HCOMP	Academic	Systemwide	323	T	No		7	
001713	VIS ASSOC PROF-HCOMP	VIS ASSOC PROF-HCOMP	Academic	Systemwide	323	T	No		2	
001714	VIS PROF-HCOMP	VIS PROF-HCOMP	Academic	Systemwide	323	T	No		1	
001715	INSTR-HCOMP	INSTR-HCOMP	Academic	Systemwide	011	T	Senate			
001717	ASST PROF-HCOMP	ASST PROF-HCOMP	Academic	Systemwide	011	T	Senate		25	
001719	ASSOC PROF-HCOMP	ASSOC PROF-HCOMP	Academic	Systemwide	010	T	Senate		39	
001721	PROF-HCOMP	PROF-HCOMP	Academic	Systemwide	010	T	Senate		159	
001723	INSTR IN RES-HCOMP	INSTR IN RES-HCOMP	Academic	Systemwide	311	T	Senate			
001724	ASST PROF IN RES-HCOMP	ASST PROF IN RES-HCOMP	Academic	Systemwide	311	T	Senate		15	
001725	ASSOC PROF IN RES-HCOMP	ASSOC PROF IN RES-HCOMP	Academic	Systemwide	311	T	Senate		21	
001726	PROF IN RES-HCOMP	PROF IN RES-HCOMP	Academic	Systemwide	311	T	Senate		23	
001727	ADJ INSTR-HCOMP	ADJ INSTR-HCOMP	Academic	Systemwide	335	T	Federation	Federation		
001728	ASST ADJ PROF-HCOMP	ASST ADJ PROF-HCOMP	Academic	Systemwide	335	T	Federation	Federation	18	
001729	ASSOC ADJ PROF-HCOMP	ASSOC ADJ PROF-HCOMP	Academic	Systemwide	335	T	Federation	Federation	14	
001730	ADJ PROF-HCOMP	ADJ PROF-HCOMP	Academic	Systemwide	335	T	Federation	Federation	7	
001731	HS CLIN INSTR-HCOMP	HS CLIN INSTR-HCOMP	Academic	Systemwide	341	T	Federation	Federation		
001732	HS ASST CLIN PROF-HCOMP	HS ASST CLIN PROF-HCOMP	Academic	Systemwide	341	T	Federation	Federation	215	
001733	HS ASSOC CLIN PROF-HCOMP	HS ASSOC CLIN PROF-HCOMP	Academic	Systemwide	341	T	Federation	Federation	120	
001734	HS CLIN PROF-HCOMP	HS CLIN PROF-HCOMP	Academic	Systemwide	341	T	Federation	Federation	163	
001895	INSTR-SFT-VM	INSTR-SFT-VM	Academic	Systemwide	011	T	Senate			
001897	ASST PROF-SFT-VM	ASST PROF-SFT-VM	Academic	Systemwide	011	T	Senate		18	
001898	ACT ASST PROF-SFT-VM	ACT ASST PROF-SFT-VM	Academic	Systemwide	124	T	No			
001899	ASSOC PROF-SFT-VM	ASSOC PROF-SFT-VM	Academic	Systemwide	010	T	Senate		21	
001900	ACT ASSOC PROF-SFT-VM	ACT ASSOC PROF-SFT-VM	Academic	Systemwide	114	T	Senate			
001901	PROF-SFT-VM	PROF-SFT-VM	Academic	Systemwide	010	T	Senate		73	
001902	ACT PROF-SFT-VM	ACT PROF-SFT-VM	Academic	Systemwide	114	T	Senate			
001904	ASST PROF IN RES-SFT-VM	ASST PROF IN RES-SFT-VM	Academic	Systemwide	311	T	Senate			
001905	ASSOC PROF IN RES-SFT-VM	ASSOC PROF IN RES-SFT-VM	Academic	Systemwide	311	T	Senate			
001906	PROF IN RES-SFT-VM	PROF IN RES-SFT-VM	Academic	Systemwide	311	T	Senate		3	
001908	ASST ADJ PROF-SFT-VM	ASST ADJ PROF-SFT-VM	Academic	Systemwide	335	T	Federation	Federation	2	
001909	ASSOC ADJ PROF-SFT-VM	ASSOC ADJ PROF-SFT-VM	Academic	Systemwide	335	T	Federation	Federation	2	
001910	ADJ PROF-SFT-VM	ADJ PROF-SFT-VM	Academic	Systemwide	335	T	Federation	Federation	5	
001911	HS CLIN INSTR-SFT-VM	HS CLIN INSTR-SFT-VM	Academic	Systemwide	341	T	Federation	Federation		
001912	HS ASST CLIN PROF-SFT-VM	HS ASST CLIN PROF-SFT-VM	Academic	Systemwide	341	T	Federation	Federation	7	
001913	HS ASSOC CLIN PROF-SFT-VM	HS ASSOC CLIN PROF-SFT-VM	Academic	Systemwide	341	T	Federation	Federation	1	
001914	HS CLIN PROF-SFT-VM	HS CLIN PROF-SFT-VM	Academic	Systemwide	341	T	Federation	Federation	4	
001915	ASST PROF OF CLIN-SFT-VM	ASST PROF OF CLIN-SFT-VM	Academic	Systemwide	317	T	Senate		26	
001916	ASSOC PROF OF CLIN-SFT-VM	ASSOC PROF OF CLIN-SFT-VM	Academic	Systemwide	317	T	Senate		12	
001917	PROF OF CLIN-SFT-VM	PROF OF CLIN-SFT-VM	Academic	Systemwide	317	T	Senate		23	
001935	RES SCRIPPS-AY	RES SCRIPPS-AY	Academic	Systemwide	541	T	UNK	Federation		
001936	ASSOC RES SCRIPPS-AY	ASSOC RES SCRIPPS-AY	Academic	Systemwide	541	T	UNK	Federation		
001937	ASST RES SCRIPPS-AY	ASST RES SCRIPPS-AY	Academic	Systemwide	541	T	UNK	Federation		
001958	REGENTS' PROF	REGENTS' PROF	Academic	Systemwide	928	T	No			
001968	REGENTS' LECT	REGENTS' LECT	Academic	Systemwide	928	T	No			
001969	HHMI INVESTIGATOR	HHMI INVESTIGATOR	Academic	Systemwide	928	T	No			
001970	LUDWIG INVESTIGATOR	LUDWIG INVESTIGATOR	Academic	Systemwide	928	T	No			
001971	ACT PROF-AY-B/E/E	ACT PROF-AY-B/E/E	Academic	Systemwide	114	T	Senate			
001972	ACT PROF-FY-B/E/E	ACT PROF-FY-B/E/E	Academic	Systemwide	114	T	Senate			
001973	ACT PROF-AY-1/9-B/E/E	ACT PROF-AY-1/9-B/E/E	Academic	Systemwide	114	T	Senate			
001974	ACT ASSOC PROF-AY-B/E/E	ACT ASSOC PROF-AY-B/E/E	Academic	Systemwide	114	T	Senate			
001975	ACT ASSOC PROF-FY-B/E/E	ACT ASSOC PROF-FY-B/E/E	Academic	Systemwide	114	T	Senate			
001976	ACT ASSOC PROF-AY-1/9-B/E/E	ACT ASSOC PROF-AY-1/9-B/E/E	Academic	Systemwide	114	T	Senate			
001977	ACT ASST PROF-AY-B/E/E	ACT ASST PROF-AY-B/E/E	Academic	Systemwide	124	T	No			
001978	ACT ASST PROF-FY-B/E/E	ACT ASST PROF-FY-B/E/E	Academic	Systemwide	124	T	No			
001979	ACT ASST PROF-AY-1/9-B/E/E	ACT ASST PROF-AY-1/9-B/E/E	Academic	Systemwide	124	T	No			
001981	RES-LR SCL-AY-B/E/E	RES-LR SCL-AY-B/E/E	Academic	Systemwide	541	T	Federation	Federation		
001982	RES-LR SCL-AY-1/9-B/E/E	RES-LR SCL-AY-1/9-B/E/E	Academic	Systemwide	541	T	Federation	Federation		
001983	ASSOC RES-LR SCL-AY-B/E/E	ASSOC RES-LR SCL-AY-B/E/E	Academic	Systemwide	541	T	Federation	Federation		
001984	ASSOC RES-LR SCL-AY-1/9-B/E/E	ASSOC RES-LR SCL-AY-1/9-B/E/E	Academic	Systemwide	541	T	Federation	Federation		
001985	ASST RES-LR SCL-AY-B/E/E	ASST RES-LR SCL-AY-B/E/E	Academic	Systemwide	541	T	Federation	Federation		
001986	ASST RES-LR SCL-AY-1/9-B/E/E	ASST RES-LR SCL-AY-1/9-B/E/E	Academic	Systemwide	541	T	Federation	Federation		
001987	RES-FY-B/E/E	RES-FY-B/E/E	Academic	Systemwide	541	T	Federation	Federation	2	
001988	ASSOC RES-FY-B/E/E	ASSOC RES-FY-B/E/E	Academic	Systemwide	541	T	Federation	Federation	1	
001989	ASST RES-FY-B/E/E	ASST RES-FY-B/E/E	Academic	Systemwide	541	T	Federation	Federation	3	
001990	RES-LR SCL-FY-B/E/E	RES-LR SCL-FY-B/E/E	Academic	Systemwide	541	T	No			
001991	ASSOC RES-LR SCL-FY-B/E/E	ASSOC RES-LR SCL-FY-B/E/E	Academic	Systemwide	541	T	No			
001992	ASST RES-LR SCL-FY-B/E/E	ASST RES-LR SCL-FY-B/E/E	Academic	Systemwide	541	T	No			
001993	RES-FY-B/E/E-NON REP	RES-FY-B/E/E-NON REP	Academic	Systemwide	541	T	No		2	
001994	ASSOC RES-FY-B/E/E-NON REP	ASSOC RES-FY-B/E/E-NON REP	Academic	Systemwide	541	T	No			
001995	ASST RES-FY-B/E/E-NON REP	ASST RES-FY-B/E/E-NON REP	Academic	Systemwide	541	T	No			
001997	RES-FY-B/E/E NEX	RES-FY-B/E/E NEX	Academic	Systemwide	541	T	Federation	Federation		
001998	ASSOC RES-FY-B/E/E NEX	ASSOC RES-FY-B/E/E NEX	Academic	Systemwide	541	T	Federation	Federation		
001999	ASST RES-FY-B/E/E NEX	ASST RES-FY-B/E/E NEX	Academic	Systemwide	541	T	Federation	Federation		
002000	HS CLIN PROF-AY	HS CLIN PROF-AY	Academic	Systemwide	341	T	Federation	Federation		
002010	HS CLIN PROF-FY	HS CLIN PROF-FY	Academic	Systemwide	341	T	Federation	Federation	6	
002011	CLIN PROF-DENT-50%/+-FY	CLIN PROF-DENT-50%/+-FY	Academic	Systemwide	030	T	No			
002017	CLIN PROF-VOL	CLIN PROF-VOL	Academic	Systemwide	346	T	No		156	
002020	HS ASSOC CLIN PROF-AY	HS ASSOC CLIN PROF-AY	Academic	Systemwide	341	T	Federation	Federation		
002030	HS ASSOC CLIN PROF-FY	HS ASSOC CLIN PROF-FY	Academic	Systemwide	341	T	Federation	Federation	4	
002037	ASSOC CLIN PROF-VOL	ASSOC CLIN PROF-VOL	Academic	Systemwide	346	T	No		121	
002040	HS ASST CLIN PROF-AY	HS ASST CLIN PROF-AY	Academic	Systemwide	341	T	Federation	Federation		
002050	HS ASST CLIN PROF-FY	HS ASST CLIN PROF-FY	Academic	Systemwide	341	T	Federation	Federation	13	
002057	ASST CLIN PROF-VOL	ASST CLIN PROF-VOL	Academic	Systemwide	346	T	No		386	
002060	HS CLIN INSTR-AY	HS CLIN INSTR-AY	Academic	Systemwide	341	T	Federation	Federation		
002070	HS CLIN INSTR-FY	HS CLIN INSTR-FY	Academic	Systemwide	341	T	Federation	Federation	1	
002077	CLIN INSTR-VOL	CLIN INSTR-VOL	Academic	Systemwide	346	T	No		197	
002081	CLIN ASSOCIATE-FY	CLIN ASSOCIATE-FY	Academic	Systemwide	928	T	No			
002100	SUPV PE-AY	SUPV PE-AY	Academic	Systemwide	040	T	Federation	Federation		
002120	ASSOC SUPV PE-AY	ASSOC SUPV PE-AY	Academic	Systemwide	040	T	Federation	Federation		
002210	DEMO TEACHER	DEMO TEACHER	Academic	Systemwide	928	T	Federation	Federation		
002211	DEMO TEACHER-CONTINUING	DEMO TEACHER-CONTINUING	Academic	Systemwide	928	T	Federation	Federation		
002220	SUPV TEACHER ED-AY	SUPV TEACHER ED-AY	Academic	Systemwide	357	T	Federation	Federation	3	
002221	SUPV TEACHER ED-AY-CONTINUING	SUPV TEACHER ED-AY-CONTINUING	Academic	Systemwide	357	T	Federation	Federation	1	
002222	SUPV TEACHER ED-FY	SUPV TEACHER ED-FY	Academic	Systemwide	357	T	Federation	Federation		
002223	SUPV TEACHER ED-FY-CONTINUING	SUPV TEACHER ED-FY-CONTINUING	Academic	Systemwide	357	T	Federation	Federation		
002240	COORD FLD WK-AY	COORD FLD WK-AY	Academic	Systemwide	357	T	No			
002241	COORD FLD WK-AY-CONTINUING	COORD FLD WK-AY-CONTINUING	Academic	Systemwide	357	T	No			
002245	COORD FLD WK-FY	COORD FLD WK-FY	Academic	Systemwide	357	T	No			
002246	COORD FLD WK-FY-CONTINUING	COORD FLD WK-FY-CONTINUING	Academic	Systemwide	357	T	No			
002250	FLD WK SUPV-AY	FLD WK SUPV-AY	Academic	Systemwide	357	T	No			
002251	FLD WK SUPV-AY-CONTINUING	FLD WK SUPV-AY-CONTINUING	Academic	Systemwide	357	T	No			
002255	FLD WK SUPV-FY	FLD WK SUPV-FY	Academic	Systemwide	357	T	No			
002256	FLD WK SUPV-FY-CONTINUING	FLD WK SUPV-FY-CONTINUING	Academic	Systemwide	357	T	No			
002260	FLD WK CONSULT-AY	FLD WK CONSULT-AY	Academic	Systemwide	357	T	No			
002261	FLD WK CONSULT-AY-CONTINUING	FLD WK CONSULT-AY-CONTINUING	Academic	Systemwide	357	T	No			
002265	FLD WK CONSULT-FY	FLD WK CONSULT-FY	Academic	Systemwide	357	T	No			
002266	FLD WK CONSULT-FY-CONTINUING	FLD WK CONSULT-FY-CONTINUING	Academic	Systemwide	357	T	No			
002270	REMD TUT I-NON GSHIP/NON REP	REMD TUT I-NON GSHIP/NON REP	Academic	Systemwide	456	T	No			
002271	REMD TUT I-GSHIP/NON REP	REMD TUT I-GSHIP/NON REP	Academic	Systemwide	456	T	No			
002272	REMD TUT II NON-GSHIP/NON REP	REMD TUT II NON-GSHIP/NON REP	Academic	Systemwide	456	T	No			
002273	REMD TUT II-GSHIP/NON REP	REMD TUT II-GSHIP/NON REP	Academic	Systemwide	456	T	No			
002280	REMD TUT I-NON GSHIP	REMD TUT I-NON GSHIP	Academic	Systemwide	456	T	No			
002284	CHILD DEV DEMO LECT-CONTINUING	CHILD DEV DEMO LECT-CONTINUING	Academic	Systemwide	928	T	Federation	Federation		
002285	CHILD DEV DEMO LECT	CHILD DEV DEMO LECT	Academic	Systemwide	928	T	Federation	Federation		
002286	NURSERY SCHOOL ASST-GSHIP	NURSERY SCHOOL ASST-GSHIP	Academic	Systemwide	426	T	No			
002287	NURSERY SCHOOL ASST-NON GSHIP	NURSERY SCHOOL ASST-NON GSHIP	Academic	Systemwide	426	T	No			
002288	REMD TUT I-GSHIP	REMD TUT I-GSHIP	Academic	Systemwide	456	T	No			
002289	REMD TUT II-GSHIP	REMD TUT II-GSHIP	Academic	Systemwide	456	T	No			
002290	REMD TUT II-NON GSHIP	REMD TUT II-NON GSHIP	Academic	Systemwide	456	T	No			
002300	TEACHG FELLOW-GSHIP	TEACHG FELLOW-GSHIP	Academic	Systemwide	426	T	No			
002301	TEACHG FELLOW-NON GSHIP	TEACHG FELLOW-NON GSHIP	Academic	Systemwide	426	T	No			
002302	TEACHG FELLOW-GSHIP/NON REP	TEACHG FELLOW-GSHIP/NON REP	Academic	Systemwide	426	T	No			
002303	TEACHG FELLOW-NON GSHIP/NONREP	TEACHG FELLOW-NON GSHIP/NONREP	Academic	Systemwide	426	T	No			
002305	COMM TEACHG FELLOW-GSHIP	COMM TEACHG FELLOW-GSHIP	Academic	Systemwide	456	T	No			
002306	COMM TEACHG FELLOW-NON GSHIP	COMM TEACHG FELLOW-NON GSHIP	Academic	Systemwide	456	T	No			
002310	TEACHG ASST-GSHIP	TEACHG ASST-GSHIP	Academic	Systemwide	426	T	No		1	
002311	TEACHG ASST-NON GSHIP	TEACHG ASST-NON GSHIP	Academic	Systemwide	426	T	No			
002312	TEACHG ASST-GSHIP/NON REP	TEACHG ASST-GSHIP/NON REP	Academic	Systemwide	426	T	No			
002313	TEACHG ASST-NON GSHIP/NON REP	TEACHG ASST-NON GSHIP/NON REP	Academic	Systemwide	426	T	No			
002320	TEACHG ASST-1/10-GSHIP	TEACHG ASST-1/10-GSHIP	Academic	Systemwide	426	T	No			
002321	TEACHG ASST-1/10-NON GSHIP	TEACHG ASST-1/10-NON GSHIP	Academic	Systemwide	426	F	No			
002382	K-12 ASST-NON GSHIP/NONREP	K-12 ASST-NON GSHIP/NONREP	Academic	Systemwide	456	T	UNK			
002427	SUBSTITUTE TEACHER	SUBSTITUTE TEACHER	Academic	Systemwide	928	T	No			
002428	SUBSTITUTE TEACHER-CONTINUING	SUBSTITUTE TEACHER-CONTINUING	Academic	Systemwide	928	T	No			
002440	K-12 INSTRUCTOR-AY	K-12 INSTRUCTOR-AY	Academic	Systemwide	928	T	No			
002441	K-12 INSTRUCTOR-AY-1/10	K-12 INSTRUCTOR-AY-1/10	Academic	Systemwide	928	F	No			
002442	K-12 DAILY SUBSTITUTE/NONREP	K-12 DAILY SUBSTITUTE/NONREP	Academic	Systemwide	928	T	UNK			
002460	TEACHER-SPEC PROG	TEACHER-SPEC PROG	Academic	Systemwide	928	T	No			
002461	TEACHER-SPEC PROG-CONTINUING	TEACHER-SPEC PROG-CONTINUING	Academic	Systemwide	928	T	No			
002500	READER-NON STDNT	READER-NON STDNT	Academic	Systemwide	928	T	No			
002510	TUT-NON STDNT	TUT-NON STDNT	Academic	Systemwide	928	T	No			
002520	READER-NON STDNT/NON REP	READER-NON STDNT/NON REP	Academic	Systemwide	928	T	No			
002521	TUT-NON STDNT/NON REP	TUT-NON STDNT/NON REP	Academic	Systemwide	928	T	No			
002550	ACT INSTR-GRAD STDNT-GSHIP	ACT INSTR-GRAD STDNT-GSHIP	Academic	Systemwide	456	T	No			
002551	ACT INSTR-GRAD STDNT-NON-GSHIP	ACT INSTR-GRAD STDNT-NON-GSHIP	Academic	Systemwide	456	T	No			
002600	MILITARY/AIR SCI&TACTICS ASST	MILITARY/AIR SCI&TACTICS ASST	Academic	Systemwide	928	T	No			
002650	TEACHER-LHS	TEACHER-LHS	Academic	Systemwide	928	T	No			
002651	TEACHER-LHS-CONTINUING	TEACHER-LHS-CONTINUING	Academic	Systemwide	928	T	No			
002708	RESID PHYS I/NON REP	RESID PHYS I/NON REP	Academic	Systemwide	446	T	No			
002709	RESID PHYS I/REP	RESID PHYS I/REP	Academic	Systemwide	446	T	No			
002714	INTERN-VET MED/NON REP	INTERN-VET MED/NON REP	Academic	Systemwide	446	T	No			
002715	INTERN-CLINICAL PSYCHOLOGY	INTERN-CLINICAL PSYCHOLOGY	Academic	Systemwide	446	T	No			
002716	INTERN-CLIN PSYCH-GENL CAMP	INTERN-CLIN PSYCH-GENL CAMP	Academic	Systemwide	928	T	No			
002723	RESID PHYS II-VIII/REP	RESID PHYS II-VIII/REP	Academic	Systemwide	446	T	No			
002724	RESID PHYS II-VIII/NON REP	RESID PHYS II-VIII/NON REP	Academic	Systemwide	446	T	No		1	
002725	CHIEF RESID PHYS-NON REP	CHIEF RESID PHYS-NON REP	Academic	Systemwide	446	T	No			
002726	RESID PHYS/SUBSPEC 4-8/NON REP	RESID PHYS/SUBSPEC 4-8/NON REP	Academic	Systemwide	446	T	No			
002727	POST DDS I-VI/NON REP	POST DDS I-VI/NON REP	Academic	Systemwide	446	T	No			
002728	PGY I PHARMACY RESID/NON REP	PGY I PHARMACY RESID/NON REP	Academic	Systemwide	446	T	No			
002729	PGY II PHARMACY RESID/NON REP	PGY II PHARMACY RESID/NON REP	Academic	Systemwide	446	T	No			
002730	RESID-VET MED/NON REP	RESID-VET MED/NON REP	Academic	Systemwide	446	T	No			
002732	OTH POST-MD TRAIN 2-8/NON REP	OTH POST-MD TRAIN 2-8/NON REP	Academic	Systemwide	446	T	No		1	
002733	OTH POST-MD TRAIN 2-8/REP	OTH POST-MD TRAIN 2-8/REP	Academic	Systemwide	446	T	UNK			
002735	STIPEND-OTH POST-MD TRAIN	STIPEND-OTH POST-MD TRAIN	Academic	Systemwide	999	T	No			
002736	RESID PHYS/SUBSPEC 4-8/REP	RESID PHYS/SUBSPEC 4-8/REP	Academic	Systemwide	446	T	UNK			
002737	OTH POST DDS/NON REP	OTH POST DDS/NON REP	Academic	Systemwide	446	T	No			
002738	CHIEF RESID PHYS-REP	CHIEF RESID PHYS-REP	Academic	Systemwide	446	T	No			
002740	NON-PHYS CLIN TRAIN	NON-PHYS CLIN TRAIN	Academic	Systemwide	446	T	No			
002741	NON-PHYS CLIN TRAIN-GENL CAMP	NON-PHYS CLIN TRAIN-GENL CAMP	Academic	Systemwide	928	F	No		3	
002743	RESID PHYS I/REP-OV	RESID PHYS I/REP-OV	Academic	Systemwide	446	F	UNK			
002744	RESID PHYS II-VIII/REP-OV	RESID PHYS II-VIII/REP-OV	Academic	Systemwide	446	F	UNK			
002745	CHIEF RESID PHYS-REP-OV	CHIEF RESID PHYS-REP-OV	Academic	Systemwide	446	F	UNK			
