KFS_PROPOSAL_NUMBER,ORACLE_AWARD_NUMBER
117826,K325B32
117824,K325B36
117820,K325B37
117821,K325B38
117837,K325B42
117854,K325B43
117855,K325B45
117851,K325B48
117848,K325B49
117852,K325B50
117847,K325B51
117843,K325B53
117844,K325B54
117869,K325B56
117877,K325B58
117846,K325B61
117902,K325B62
117858,K325B63
117857,K325B64
117864,K325B66
117865,K325B69
117861,K325B71
117876,K325B73
117833,K325B77
117873,K325B78
117856,K325B80
117872,K325B81
117886,K325B82
117871,K325B83
117887,K325B85
117654,K325B86
117883,K325B87
117882,K325B88
117881,K325B89
117901,K325B90
117900,K325B91
117899,K325B92
117894,K325B96
117909,K325B99
122482,K325C00
122477,K325C01
122476,K325C02
122480,K325C03
122483,K325C04
122479,K325C05
122475,K325C06
122484,K325C07
122485,K325C08
122516,K325C11
122515,K325C12
122495,K325C13
122496,K325C14
122497,K325C15
122498,K325C16
122494,K325C17
122506,K325C18
122507,K325C19
122505,K325C20
122504,K325C21
122503,K325C22
122528,K325C24
122509,K325C25
122510,K325C26
122511,K325C27
122512,K325C28
122532,K325C30
122526,K325C31
122523,K325C32
122522,K325C33
122524,K325C34
122525,K325C35
122521,K325C36
122519,K325C37
122520,K325C38
122533,K325C39
122539,K325C41
122535,K325C42
122537,K325C43
122538,K325C44
122543,K325C46
122802,K325C47
122562,K325C48
122561,K325C49
122545,K325C50
122550,K325C51
122544,K325C52
122547,K325C53
122548,K325C54
122549,K325C55
122551,K325C56
122552,K325C57
122556,K325C58
122557,K325C59
122558,K325C60
122559,K325C61
122560,K325C62
122582,K325C63
122565,K325C64
122566,K325C65
122567,K325C66
122568,K325C67
122569,K325C68
122570,K325C69
122571,K325C70
122572,K325C71
122578,K325C74
122579,K325C75
122580,K325C76
122581,K325C77
122577,K325C78
122597,K325C79
122591,K325C80
122596,K325C81
122592,K325C82
122594,K325C84
122595,K325C85
122601,K325C86
122603,K325C87
122606,K325C88
122599,K325C89
122600,K325C90
122602,K325C91
122604,K325C92
122605,K325C93
122607,K325C94
122608,K325C95
122632,K325C96
122613,K325C97
122610,K325C99
127740,K325D00
127156,K325D01
127161,K325D02
127160,K325D03
127159,K325D04
127056,K325D05
127064,K325D06
127055,K325D07
127063,K325D09
127171,K325D10
127168,K325D11
127158,K325D12
127184,K325D13
127176,K325D15
127178,K325D16
127181,K325D17
127180,K325D18
127182,K325D19
127177,K325D20
127179,K325D21
127175,K325D22
127189,K325D24
127188,K325D25
127190,K325D26
127187,K325D27
127191,K325D28
127185,K325D29
127204,K325D30
127198,K325D31
127199,K325D32
127197,K325D33
127196,K325D34
127195,K325D35
127194,K325D36
127202,K325D37
127201,K325D38
127215,K325D40
127209,K325D41
127210,K325D42
127208,K325D43
127212,K325D44
127223,K325D47
127213,K325D48
127214,K325D49
127207,K325D50
127216,K325D51
127211,K325D52
127220,K325D53
127221,K325D54
127219,K325D55
127218,K325D56
127226,K325D57
127117,K325D59
127230,K325D60
127237,K325D62
127241,K325D63
127288,K325D64
127240,K325D65
127236,K325D66
127238,K325D67
127235,K325D68
127239,K325D69
127246,K325D70
127247,K325D71
127242,K325D72
127245,K325D73
127244,K325D74
127248,K325D75
127250,K325D76
127249,K325D77
127275,K325D78
127281,K325D79
127263,K325D80
127261,K325D81
127260,K325D82
127266,K325D83
127262,K325D84
127268,K325D85
127269,K325D86
127267,K325D87
127264,K325D88
127265,K325D89
127301,K325D91
127256,K325D92
127259,K325D93
127257,K325D94
127280,K325D95
127271,K325D96
127274,K325D97
127272,K325D98
127338,K325D99
131967,K325F00
131969,K325F01
131970,K325F02
131971,K325F03
131972,K325F04
131966,K325F05
131987,K325F07
131988,K325F08
131990,K325F09
131991,K325F10
131992,K325F11
131982,K325F12
131979,K325F13
131980,K325F14
131984,K325F15
131986,K325F16
131989,K325F17
131995,K325F18
131997,K325F19
131994,K325F20
131993,K325F21
131996,K325F22
132002,K325F29
132021,K325F30
132004,K325F31
132001,K325F32
132003,K325F33
132011,K325F34
132013,K325F35
132015,K325F36
132034,K325F37
132018,K325F38
132093,K325F39
132017,K325F41
132019,K325F42
132020,K325F43
132024,K325F50
132025,K325F51
132035,K325F52
132036,K325F53
132037,K325F54
132038,K325F55
132041,K325F56
132044,K325F57
132045,K325F58
132040,K325F60
132042,K325F61
132043,K325F62
132052,K325F66
132053,K325F67
132054,K325F68
132056,K325F69
132058,K325F70
132060,K325F71
132061,K325F72
132062,K325F73
132063,K325F74
132064,K325F75
132065,K325F76
132107,K325F77
132068,K325F78
132069,K325F79
132070,K325F80
132057,K325F81
132059,K325F82
132066,K325F83
132071,K325F84
132072,K325F85
132079,K325F88
132074,K325F89
132075,K325F90
132076,K325F91
132077,K325F92
132078,K325F93
132118,K325F94
132100,K325F96
132082,K325F97
132084,K325F98
132088,K325F99
108452,K326099
108520,K326101
108516,K326102
108236,K326131
108595,K326139
109036,K326143
109310,K326151
109752,K326162
109817,K326165
110081,K326167
110139,K326168
107913,K326190
108308,K326207
108400,K326224
108694,K326237
108306,K326421
108001,K326428
108938,K326444
109064,K326448
107940,K326450
108486,K326478
108320,K326507
108337,K326508
108422,K326510
108423,K326511
108427,K326552
108560,K326565
108779,K326567
108811,K326569
108814,K326571
108900,K326573
108960,K326576
109006,K326581
109003,K326584
109050,K326586
109107,K326590
108497,K326721
108492,K326723
108517,K326725
108627,K326733
108643,K326734
109091,K326769
109039,K326770
109046,K326771
113384,K326A02
113303,K326A14
113340,K326A16
113333,K326A17
113401,K326A22
113463,K326A25
113661,K326A30
113241,K326A32
113586,K326A92
117906,K326B02
117910,K326B07
117898,K326B08
117919,K326B09
117917,K326B11
117918,K326B12
117928,K326B14
117926,K326B17
117968,K326B23
117920,K326B25
117951,K326B28
117949,K326B30
117963,K326B32
117943,K326B34
117993,K326B35
117941,K326B37
117938,K326B40
117937,K326B41
117958,K326B43
118015,K326B44
117957,K326B45
117944,K326B46
117965,K326B48
117964,K326B49
117962,K326B50
117961,K326B51
118006,K326B52
118016,K326B53
117991,K326B55
117990,K326B56
117989,K326B57
117988,K326B58
117987,K326B59
117974,K326B64
117981,K326B65
117973,K326B66
117971,K326B68
117970,K326B69
118012,K326B70
118000,K326B74
117999,K326B75
117996,K326B77
118011,K326B80
118009,K326B82
118007,K326B83
118008,K326B84
118033,K326B86
118023,K326B89
118021,K326B90
118017,K326B95
118010,K326B97
118029,K326B99
122611,K326C00
122612,K326C01
122614,K326C02
122615,K326C03
122616,K326C04
122618,K326C05
122619,K326C06
122620,K326C07
122621,K326C08
122617,K326C09
122625,K326C11
122630,K326C12
122624,K326C13
122626,K326C14
122627,K326C15
122628,K326C16
122629,K326C17
122635,K326C18
122637,K326C19
122638,K326C20
122640,K326C21
122641,K326C22
122645,K326C23
122647,K326C24
122648,K326C25
122649,K326C26
122650,K326C27
122646,K326C29
122661,K326C33
122659,K326C34
122655,K326C35
122653,K326C36
122654,K326C37
122667,K326C41
122668,K326C42
122665,K326C43
122666,K326C44
122669,K326C45
122679,K326C50
122676,K326C51
122677,K326C52
122672,K326C53
122675,K326C54
122683,K326C55
122682,K326C56
122690,K326C57
122680,K326C59
122687,K326C60
122685,K326C61
122686,K326C62
122688,K326C63
122697,K326C65
122696,K326C66
122698,K326C67
122699,K326C68
122702,K326C70
122703,K326C71
122704,K326C72
122706,K326C74
122707,K326C75
122708,K326C76
122723,K326C80
122711,K326C81
122712,K326C82
122713,K326C83
122714,K326C84
122715,K326C85
122716,K326C86
122717,K326C87
122718,K326C88
122719,K326C89
122720,K326C90
122721,K326C91
122722,K326C92
122730,K326C95
122731,K326C96
122735,K326C97
122733,K326C98
122728,K326C99
127278,K326D00
127277,K326D01
127279,K326D02
127273,K326D03
127287,K326D06
127284,K326D07
127283,K326D08
127317,K326D09
127286,K326D10
127285,K326D11
127290,K326D12
127291,K326D13
127293,K326D14
127296,K326D15
127298,K326D16
127292,K326D17
127295,K326D18
127294,K326D19
127297,K326D20
127302,K326D21
127307,K326D22
127306,K326D23
127303,K326D24
127304,K326D25
127305,K326D26
127315,K326D31
127312,K326D32
127311,K326D33
127314,K326D34
127313,K326D35
127337,K326D36
127334,K326D37
127323,K326D38
127322,K326D39
127330,K326D40
127331,K326D41
127332,K326D42
127336,K326D43
127333,K326D44
127328,K326D45
127319,K326D46
127329,K326D47
127335,K326D48
127325,K326D49
127318,K326D50
127324,K326D51
127327,K326D52
127326,K326D53
127320,K326D54
127321,K326D55
127364,K326D56
127270,K326D59
127354,K326D61
127356,K326D62
127358,K326D63
127357,K326D64
127359,K326D65
127360,K326D66
127361,K326D67
127343,K326D68
127351,K326D69
127355,K326D70
127341,K326D71
127350,K326D72
127353,K326D73
127346,K326D74
127352,K326D75
127344,K326D76
127345,K326D77
127342,K326D78
127348,K326D79
127349,K326D81
127347,K326D82
127366,K326D85
127369,K326D86
127367,K326D87
127368,K326D88
127381,K326D89
127375,K326D90
127379,K326D91
127377,K326D92
127374,K326D93
127376,K326D94
127380,K326D95
127372,K326D96
127373,K326D97
127378,K326D98
127395,K326D99
132089,K326F00
132087,K326F01
132102,K326F02
132105,K326F03
132103,K326F04
132104,K326F05
132113,K326F09
132116,K326F10
132117,K326F11
132114,K326F12
132115,K326F13
131717,K326F15
132122,K326F16
132123,K326F17
132126,K326F19
132129,K326F20
132124,K326F21
132127,K326F22
132128,K326F23
132478,K326F24
132477,K326F27
132479,K326F28
132130,K326F29
132133,K326F32
132136,K326F33
132137,K326F34
132138,K326F35
132139,K326F36
132140,K326F37
132134,K326F38
132225,K326F39
132253,K326F40
132252,K326F41
132251,K326F42
132237,K326F43
132236,K326F44
132268,K326F45
132234,K326F46
132208,K326F47
132146,K326F49
132147,K326F50
132149,K326F51
132152,K326F52
132148,K326F53
132150,K326F54
132151,K326F55
132158,K326F57
132160,K326F58
132161,K326F59
132154,K326F60
132155,K326F61
132156,K326F62
132159,K326F63
131806,K326F64
132163,K326F65
132164,K326F66
132165,K326F67
131707,K326F68
132170,K326F69
132171,K326F70
132178,K326F71
132175,K326F72
132172,K326F73
132173,K326F74
132176,K326F75
132177,K326F76
132282,K326F77
132283,K326F79
132180,K326F80
132181,K326F81
132188,K326F82
132182,K326F83
132183,K326F84
132184,K326F85
132185,K326F86
132186,K326F87
132187,K326F88
132269,K326F90
132195,K326F92
132196,K326F93
132203,K326F96
132199,K326F97
132202,K326F98
132200,K326F99
108624,K327012
108565,K327051
108609,K327056
108632,K327058
108635,K327060
108730,K327067
108822,K327078
108908,K327085
108737,K327100
108861,K327106
108863,K327109
108952,K327115
109044,K327120
109603,K327139
109695,K327142
109792,K327143
110317,K327153
109766,K327181
109754,K327182
108905,K327260
108955,K327269
109060,K327285
109051,K327312
109150,K327318
109670,K327325
109182,K327353
109242,K327356
109243,K327357
109291,K327358
109297,K327359
108972,K327362
109110,K327365
109380,K327372
109778,K327383
110181,K327394
109221,K327419
109461,K327439
109093,K327474
109821,K327489
110204,K327497
110269,K327499
110286,K327503
110424,K327511
109498,K327579
109414,K327603
109626,K327615
109793,K327621
109763,K327622
109858,K327624
110395,K327635
110408,K327636
110461,K327638
110584,K327646
110621,K327647
110703,K327667
109550,K327680
109835,K327699
110173,K327723
109541,K327727
109564,K327728
109620,K327729
109732,K327731
109787,K327738
109845,K327741
109954,K327743
110098,K327755
109516,K327794
109636,K327804
109786,K327808
110073,K327818
110114,K327820
110227,K327824
110462,K327831
110464,K327832
110659,K327835
110655,K327836
110695,K327838
110699,K327839
110127,K327916
109740,K327958
110009,K327965
110111,K327967
110209,K327974
109963,K327978
110381,K327982
110443,K327992
113295,K327A01
113296,K327A02
113297,K327A03
113298,K327A04
113387,K327A08
113453,K327A11
113332,K327A12
113658,K327A25
113430,K327A27
113494,K327A28
113497,K327A29
113632,K327A31
113765,K327A33
113782,K327A36
113805,K327A38
113435,K327A41
113477,K327A42
113543,K327A47
113599,K327A51
113601,K327A52
113640,K327A54
113734,K327A59
113833,K327A60
114111,K327A62
115167,K327A67
115458,K327A69
113511,K327A70
113639,K327A72
113665,K327A74
113669,K327A76
113670,K327A77
113735,K327A79
113737,K327A81
113744,K327A82
113747,K327A83
113786,K327A84
113926,K327A88
113927,K327A89
113928,K327A90
113930,K327A91
113950,K327A93
113953,K327A95
114009,K327A96
114010,K327A97
114034,K327A99
118040,K327B02
118036,K327B04
118042,K327B07
118048,K327B09
118038,K327B10
118035,K327B11
118052,K327B12
117998,K327B18
117985,K327B20
117984,K327B21
117983,K327B22
117982,K327B23
117980,K327B24
117979,K327B25
118113,K327B26
118065,K327B28
118063,K327B29
118061,K327B31
118060,K327B32
117997,K327B33
118084,K327B34
118080,K327B43
118074,K327B49
118073,K327B50
117468,K327B51
117506,K327B52
117470,K327B60
117464,K327B61
118072,K327B81
118069,K327B86
118086,K327B90
118099,K327B96
118097,K327B97
118096,K327B99
122727,K327C00
122726,K327C01
122729,K327C02
122734,K327C03
122732,K327C04
123153,K327C06
122740,K327C08
122742,K327C09
122743,K327C10
122744,K327C11
122741,K327C12
122885,K327C14
122884,K327C15
122749,K327C16
122746,K327C17
122747,K327C19
122748,K327C20
122751,K327C22
122752,K327C23
122753,K327C24
122754,K327C25
122755,K327C26
122756,K327C27
122757,K327C28
122758,K327C29
122759,K327C30
122760,K327C31
122761,K327C33
123253,K327C34
123224,K327C35
122766,K327C37
122769,K327C38
122768,K327C39
122767,K327C40
122765,K327C41
122819,K327C43
122805,K327C44
122821,K327C45
122823,K327C46
122781,K327C47
122785,K327C48
122775,K327C49
122776,K327C50
122777,K327C51
122778,K327C52
122779,K327C53
123117,K327C54
122782,K327C55
122784,K327C57
123131,K327C58
123099,K327C59
122825,K327C60
122824,K327C61
122792,K327C62
122790,K327C63
122791,K327C64
122793,K327C65
122804,K327C66
122796,K327C67
122797,K327C68
122799,K327C69
122801,K327C71
122800,K327C72
122806,K327C73
122808,K327C74
122809,K327C75
122811,K327C76
122812,K327C77
122813,K327C81
122814,K327C82
122815,K327C83
122816,K327C84
122817,K327C85
122818,K327C86
122827,K327C88
122828,K327C89
122830,K327C90
122831,K327C91
122832,K327C92
122834,K327C95
122835,K327C96
122839,K327C97
122840,K327C98
122841,K327C99
127401,K327D00
127398,K327D01
127400,K327D02
127388,K327D03
127394,K327D04
127392,K327D05
127391,K327D06
127402,K327D07
127397,K327D08
127390,K327D09
127387,K327D10
127396,K327D11
127393,K327D12
127389,K327D13
127521,K327D15
127441,K327D18
127406,K327D19
127413,K327D20
127412,K327D21
127408,K327D22
127409,K327D23
127411,K327D24
127414,K327D25
127405,K327D26
127410,K327D27
127407,K327D28
127425,K327D31
127422,K327D32
127423,K327D33
127418,K327D34
127424,K327D35
127419,K327D36
127417,K327D37
127426,K327D38
127432,K327D39
127433,K327D40
127438,K327D41
127436,K327D44
127430,K327D46
127431,K327D47
127435,K327D48
127437,K327D49
127429,K327D50
127439,K327D51
127434,K327D52
127502,K327D53
127440,K327D54
127468,K327D55
127447,K327D56
127464,K327D57
127465,K327D58
127466,K327D59
127534,K327D60
127530,K327D61
133060,K327D62
127457,K327D64
127462,K327D65
127454,K327D67
127461,K327D68
127459,K327D71
127520,K327D72
127453,K327D73
127452,K327D75
127460,K327D76
127489,K327D77
127490,K327D78
127481,K327D79
127487,K327D80
127488,K327D81
127486,K327D82
127470,K327D83
127472,K327D84
127485,K327D85
127482,K327D86
127497,K327D87
127501,K327D88
127469,K327D89
127480,K327D90
127476,K327D91
127477,K327D92
127478,K327D93
127475,K327D94
127471,K327D96
127479,K327D97
127473,K327D99
132201,K327F00
132204,K327F01
132206,K327F02
132214,K327F04
132216,K327F05
132217,K327F06
132218,K327F07
132213,K327F08
132215,K327F09
132284,K327F11
132222,K327F12
132231,K327F14
132401,K327F15
132785,K327F16
132230,K327F17
132239,K327F20
132238,K327F21
132242,K327F22
132244,K327F23
132266,K327F24
132248,K327F25
132250,K327F26
132240,K327F27
132241,K327F28
132243,K327F29
132245,K327F30
132246,K327F31
132256,K327F33
132249,K327F35
132257,K327F36
132259,K327F37
132271,K327F38
132264,K327F39
132258,K327F40
132260,K327F41
132261,K327F42
132273,K327F43
132262,K327F44
132274,K327F45
132279,K327F46
132280,K327F47
132281,K327F48
132629,K327F49
132346,K327F50
132276,K327F51
132277,K327F52
132278,K327F53
132309,K327F54
132296,K327F55
132291,K327F56
132293,K327F57
132286,K327F58
132287,K327F59
132288,K327F60
132289,K327F61
132297,K327F62
132292,K327F63
132294,K327F64
132295,K327F65
132298,K327F66
132299,K327F68
132304,K327F69
132305,K327F70
132300,K327F71
132302,K327F72
132303,K327F73
132307,K327F74
132326,K327F78
132357,K327F79
132313,K327F80
132315,K327F81
132317,K327F82
132320,K327F83
132312,K327F84
132314,K327F85
132316,K327F86
132319,K327F87
132328,K327F88
132329,K327F89
132330,K327F90
132331,K327F91
132332,K327F92
132335,K327F93
132333,K327F94
132334,K327F95
132336,K327F96
132347,K327F99
110013,K328090
